temperature versus time at x=36.25m
0.0,200.0,200.0
40,195.2728457321637,193.05805052169333
80,179.61425459414448,179.15783225092713
120,165.28235191583747,166.5564035803869
160,153.83349945440298,156.11768264280673
200,144.67637496750513,147.5140286758197
240,137.2072693013032,140.34686609139567
280,130.98975918753194,134.29669266115704
320,125.72027552896957,129.12416814615057
360,121.18535244188125,124.6514348904522
400,117.23158842780161,120.74476
