0.0,0.0
0.01,0.0
0.015,0.0
0.018,0.00017546892464889453
0.019,0.000564498404355212
0.02,0.0010943187813313568
0.021,0.0017567219596758053
0.022,0.002505662874074135
0.023,0.003288905369205004
0.024,0.00406463530949296
0.025,0.004808536944835931
0.026,0.0054988472166815254
0.027,0.006119602305934714
0.028,0.006662691765627829
0.029,0.007123965971857034
0.031,0.007766412191250161
0.033,0.008005147797155603
0.035,0.008058579639776898
0.037,0.007952468688892936
0.039,0.007677654544593348
0.041,0.007329483774324887
0.044,0.0067628568271167235
0.046,0.006325351440316897
0.048,0.005902773650378638
0.05,0.005514630037031959
