-.6853E+02 -.5255E+02 0.0000E+00   0.300415E+08     193.500000
-.6830E+02 -.1014E+03 0.0000E+00   0.300394E+08     193.500000
-.6469E+02 -.1311E+03 0.0000E+00   0.300386E+08     193.500000
-.6316E+02 0.2562E+02 0.0000E+00   0.300424E+08     193.500000
-.6289E+02 0.6546E+02 0.0000E+00   0.300404E+08     193.500000
-.6280E+02 0.4576E+01 0.0000E+00   0.300432E+08     193.500000
-.6189E+02 0.1225E+03 0.0000E+00   0.300386E+08     193.500000
-.6185E+02 -.8245E+02 0.0000E+00   0.300396E+08     193.500000
-.6055E+02 0.2000E+03 0.0000E+00   0.300379E+08     193.500000
-.5899E+02 -.1147E+03 0.0000E+00   0.300386E+08     193.500000
-.5889E+02 -.3172E+02 0.0000E+00   0.300416E+08     193.500000
-.5865E+02 -.1826E+03 0.0000E+00   0.300378E+08     193.500000
-.5800E+02 0.1830E+03 0.0000E+00   0.300378E+08     193.500000
-.5686E+02 0.1509E+03 0.0000E+00   0.300380E+08     193.500000
-.5679E+02 0.4171E+02 0.0000E+00   0.300409E+08     193.500000
-.5603E+02 0.9272E+02 0.0000E+00   0.300389E+08     193.500000
-.5558E+02 -.1480E+02 0.0000E+00   0.300419E+08     193.500000
-.5284E+02 -.6258E+02 0.0000E+00   0.300397E+08     193.500000
-.5246E+02 0.1373E+03 0.0000E+00   0.300379E+08     193.500000
-.5245E+02 -.1623E+03 0.0000E+00   0.300377E+08     193.500000
-.5111E+02 0.1647E+03 0.0000E+00   0.300376E+08     193.500000
-.4979E+02 -.4406E+02 0.0000E+00   0.300401E+08     193.500000
-.4945E+02 0.7685E+02 0.0000E+00   0.300390E+08     193.500000
-.4934E+02 0.1071E+03 0.0000E+00   0.300382E+08     193.500000
-.4811E+02 0.1902E+02 0.0000E+00   0.300407E+08     193.500000
-.4750E+02 -.2000E+03 0.0000E+00   0.300373E+08     193.500000
-.4448E+02 -.9693E+02 0.0000E+00   0.300381E+08     193.500000
-.4425E+02 -.2328E+01 0.0000E+00   0.300405E+08     193.500000
-.4412E+02 -.1418E+03 0.0000E+00   0.300374E+08     193.500000
-.4224E+02 0.4990E+02 0.0000E+00   0.300392E+08     193.500000
-.4120E+02 -.2497E+02 0.0000E+00   0.300398E+08     193.500000
-.3916E+02 -.1255E+03 0.0000E+00   0.300374E+08     193.500000
-.3850E+02 -.1892E+03 0.0000E+00   0.300369E+08     193.500000
-.3832E+02 -.1761E+03 0.0000E+00   0.300370E+08     193.500000
-.3718E+02 -.7099E+02 0.0000E+00   0.300382E+08     193.500000
-.3652E+02 0.2000E+03 0.0000E+00   0.300368E+08     193.500000
-.3621E+02 0.3291E+02 0.0000E+00   0.300390E+08     193.500000
-.3614E+02 0.1855E+03 0.0000E+00   0.300368E+08     193.500000
-.3587E+02 0.6261E+02 0.0000E+00   0.300383E+08     193.500000
-.3583E+02 0.1706E+03 0.0000E+00   0.300369E+08     193.500000
-.3565E+02 0.1271E+03 0.0000E+00   0.300372E+08     193.500000
-.3505E+02 -.1107E+03 0.0000E+00   0.300373E+08     193.500000
-.3375E+02 -.8420E+02 0.0000E+00   0.300377E+08     193.500000
-.3355E+02 0.1520E+03 0.0000E+00   0.300369E+08     193.500000
-.3353E+02 0.8897E+02 0.0000E+00   0.300376E+08     193.500000
-.3346E+02 0.1148E+03 0.0000E+00   0.300372E+08     193.500000
-.3134E+02 -.4497E+02 0.0000E+00   0.300382E+08     193.500000
-.3124E+02 -.1517E+03 0.0000E+00   0.300367E+08     193.500000
-.3004E+02 0.1570E+02 0.0000E+00   0.300385E+08     193.500000
-.2785E+02 -.1497E+02 0.0000E+00   0.300383E+08     193.500000
-.2745E+02 -.1674E+03 0.0000E+00   0.300365E+08     193.500000
-.2622E+02 -.2000E+03 0.0000E+00   0.300364E+08     193.500000
-.2602E+02 0.7516E+02 0.0000E+00   0.300372E+08     193.500000
-.2582E+02 0.1705E+00 0.0000E+00   0.300381E+08     193.500000
-.2569E+02 -.9729E+02 0.0000E+00   0.300369E+08     193.500000
-.2559E+02 -.5772E+02 0.0000E+00   0.300375E+08     193.500000
-.2542E+02 -.1361E+03 0.0000E+00   0.300365E+08     193.500000
-.2489E+02 0.4790E+02 0.0000E+00   0.300375E+08     193.500000
-.2409E+02 0.1024E+03 0.0000E+00   0.300368E+08     193.500000
