
          ---- Aqueous concentrations vs. grid blocks at specified times ----

   Unit: 
    - Aqueous species: Total concencentrations in mol/L     
    - Component in dry nodes in mol/L medium

VARIABLES =X,        Y,       Z,  P(bar)  ,      Sg,       Sl  ,     T(C)  ,  aH2O,    pH     ,t_tracer   ,
ZONE T= "0.500000E+00 d"  F=POINT
   -211.000   -108.300    69.460  0.3006E+03  0.0000E+00  0.1000E+01 193.500  1.0000  5.6452  0.2827E-06
   -210.900    -81.310    70.370  0.3006E+03  0.0000E+00  0.1000E+01 193.499  1.0000  5.6452  0.1376E-09
   -210.900    -72.400    70.670  0.3006E+03  0.0000E+00  0.1000E+01 193.496  1.0000  5.6452  0.8983E-10
   -210.900    -54.320    71.270  0.3006E+03  0.0000E+00  0.1000E+01 193.474  1.0000  5.6452  0.8970E-10
   -210.800    -40.070    71.750  0.3006E+03  0.0000E+00  0.1000E+01 193.443  1.0000  5.6452  0.8967E-10
   -210.800    -27.330    72.180  0.3006E+03  0.0000E+00  0.1000E+01 193.215  1.0000  5.6452  0.8968E-10
   -210.800    -14.140    72.620  0.3006E+03  0.0000E+00  0.1000E+01 193.241  1.0000  5.6452  0.8969E-10
   -210.800     -0.355    73.090  0.3006E+03  0.0000E+00  0.1000E+01 192.940  1.0000  5.6452  0.8974E-10
   -210.700     12.430    73.520  0.3006E+03  0.0000E+00  0.1000E+01 193.353  1.0000  5.6452  0.8970E-10
   -210.700     26.630    73.990  0.3006E+03  0.0000E+00  0.1000E+01 193.343  1.0000  5.6452  0.8969E-10
   -210.700     41.450    74.490  0.3006E+03  0.0000E+00  0.1000E+01 193.466  1.0000  5.6452  0.8969E-10
   -210.700     53.610    74.900  0.3006E+03  0.0000E+00  0.1000E+01 193.451  1.0000  5.6452  0.8970E-10
   -210.600     76.000    75.640  0.3006E+03  0.0000E+00  0.1000E+01 193.496  1.0000  5.6452  0.1072E-09
   -210.500    107.600    76.710  0.3006E+03  0.0000E+00  0.1000E+01 193.500  1.0000  5.6452  0.4075E-05
   -204.200     12.450    72.750  0.3006E+03  0.0000E+00  0.1000E+01 192.558  1.0000  5.6452  0.8972E-10
   -203.300    -14.130    71.730  0.3006E+03  0.0000E+00  0.1000E+01 191.645  1.0000  5.6452  0.8975E-10
   -201.300     76.020    74.560  0.3006E+03  0.0000E+00  0.1000E+01 193.486  1.0000  5.6452  0.1074E-09
   -200.900    -40.050    70.580  0.3006E+03  0.0000E+00  0.1000E+01 192.929  1.0000  5.6452  0.8969E-10
   -200.300     25.030    72.710  0.3006E+03  0.0000E+00  0.1000E+01 192.481  1.0000  5.6452  0.8973E-10
   -199.600     41.470    73.180  0.3006E+03  0.0000E+00  0.1000E+01 192.933  1.0000  5.6452  0.8970E-10
   -199.300      0.070    71.740  0.3006E+03  0.0000E+00  0.1000E+01 189.461  1.0000  5.6452  0.8992E-10
   -198.900    -72.380    69.250  0.3006E+03  0.0000E+00  0.1000E+01 193.471  1.0000  5.6452  0.8997E-10
   -197.100    -52.840    69.690  0.3006E+03  0.0000E+00  0.1000E+01 193.236  1.0000  5.6452  0.8967E-10
   -196.400    -27.570    70.470  0.3006E+03  0.0000E+00  0.1000E+01 190.828  1.0000  5.6452  0.8980E-10
   -194.800     57.590    73.170  0.3006E+03  0.0000E+00  0.1000E+01 193.329  1.0000  5.6452  0.8971E-10
   -194.100     14.140    71.610  0.3006E+03  0.0000E+00  0.1000E+01 187.956  1.0000  5.6452  0.8993E-10
   -193.100    -11.880    70.600  0.3006E+03  0.0000E+00  0.1000E+01 184.083  1.0000  5.6452  0.9014E-10
   -191.800     91.530    73.970  0.3006E+03  0.0000E+00  0.1000E+01 193.498  1.0000  5.6452  0.2218E-09
   -191.800    107.600    74.510  0.3006E+03  0.0000E+00  0.1000E+01 193.500  1.0000  5.6452  0.1491E-05
   -190.600     29.150    71.710  0.3006E+03  0.0000E+00  0.1000E+01 189.432  1.0000  5.6452  0.8987E-10
   -188.400   -108.200    66.800  0.3006E+03  0.0000E+00  0.1000E+01 193.500  1.0000  5.6452  0.2111E-06
   -188.400    -95.020    67.250  0.3006E+03  0.0000E+00  0.1000E+01 193.499  1.0000  5.6452  0.3747E-07
   -188.300      3.100    70.560  0.3007E+03  0.0000E+00  0.1000E+01 174.123  1.0000  5.6452  0.9083E-10
   -187.400     71.970    72.770  0.3006E+03  0.0000E+00  0.1000E+01 193.450  1.0000  5.6452  0.9279E-10
   -186.300    -58.930    68.220  0.3006E+03  0.0000E+00  0.1000E+01 193.173  1.0000  5.6452  0.8966E-10
   -185.700    -23.460    69.350  0.3006E+03  0.0000E+00  0.1000E+01 180.186  1.0000  5.6452  0.9049E-10
   -185.400    -41.630    68.700  0.3006E+03  0.0000E+00  0.1000E+01 190.773  1.0000  5.6452  0.8979E-10
   -184.400    -75.810    67.420  0.3006E+03  0.0000E+00  0.1000E+01 193.476  1.0000  5.6452  0.9035E-10
   -184.200     17.820    70.570  0.3006E+03  0.0000E+00  0.1000E+01 174.594  1.0000  5.6452  0.9080E-10
   -184.100     42.350    71.380  0.3006E+03  0.0000E+00  0.1000E+01 191.016  1.0000  5.6452  0.8993E-10
   -183.600     -8.767    69.590  0.3007E+03  0.0000E+00  0.1000E+01 165.525  1.0000  5.6452  0.9124E-10
   -180.200     56.030    71.390  0.3006E+03  0.0000E+00  0.1000E+01 192.841  1.0000  5.6452  0.8978E-10
   -179.200     29.750    70.390  0.3006E+03  0.0000E+00  0.1000E+01 182.489  1.0000  5.6452  0.9053E-10
   -178.600     -2.557    69.210  0.3007E+03  0.0000E+00  0.1000E+01 140.416  1.0000  5.6452  0.9315E-10
   -177.200     79.900    71.840  0.3006E+03  0.0000E+00  0.1000E+01 193.483  1.0000  5.6452  0.1054E-09
   -177.100     10.810    69.490  0.3007E+03  0.0000E+00  0.1000E+01 149.722  1.0000  5.6452  0.9251E-10
   -177.000    107.600    72.760  0.3006E+03  0.0000E+00  0.1000E+01 193.500  1.0000  5.6452  0.1358E-05
   -176.600    -28.060    68.120  0.3006E+03  0.0000E+00  0.1000E+01 178.871  1.0000  5.6452  0.9047E-10
   -176.200     92.650    72.160  0.3006E+03  0.0000E+00  0.1000E+01 193.499  1.0000  5.6452  0.5047E-08
   -175.500    -66.000    66.710  0.3006E+03  0.0000E+00  0.1000E+01 193.291  1.0000  5.6452  0.8964E-10
   -174.900    -13.020    68.420  0.3007E+03  0.0000E+00  0.1000E+01 138.996  1.0000  5.6452  0.9316E-10
   -172.700      3.783    68.730  0.3007E+03  0.0000E+00  0.1000E+01 117.381  1.0000  5.6452  0.9502E-10
   -172.400     66.210    70.820  0.3006E+03  0.0000E+00  0.1000E+01 193.287  1.0000  5.6452  0.9017E-10
