0.0,193.5,193.5
10.0,193.49999189853833,193.49995316985962
30.0,193.42153263853749,193.51644911981123
40.0,193.25272620834244,193.44346397883004
50.0,192.9281574410973,193.12370703193665
60.0,192.2182915638307,192.43528881027083
70.0,191.50842568656412,191.33932854975706
80.0,190.63836493032738,189.87062172268907
90.0,189.6991705023732,188.10168117940822
100.0,188.70636720880702,186.07013298805043
120.0,186.40648390507567,181.482563139663
140.0,184.10660060134427,176.56127068778625
160.0,181.92116156300955,171.6178584343063
180.0,179.78883351184504,166.9121895819316
200.0,177.7739135571182,162.42517781461038
230.0,175.3127227828249,156.1895979806855
260.0,172.8515320085316,150.65778202200443
290.0,170.39034123423824,145.81873119609224
320.0,168.39069464048316,141.65384632590678
360.0,165.7926060557266,136.93883848333314
400.0,163.4188151957348,132.97564179429895
450.0,161.3843951271483,128.89878032215745
500.0,159.34997505856177,125.68964759438802
600.0,155.40618018420219,120.72731878353454
700.0,152.24934422739017,117.06053741070411
800.0,149.32504152756667,114.30438935888793
900.0,147.44741021466444,112.13748340886127
1000.0,145.56977890176228,110.3355979809761
1200.0,141.92416006581476,107.69136352373596
1400.0,138.97772490993435,105.64424019331386
1600.0,136.26093823235414,104.06158553634248
1800.0,134.5887133281306,102.79591051435591
2200.0,131.2442635196835,100.79952776208756
2600.0,128.3600108692807,99.26715409256377
3000.0,125.74052851258057,98.08177537932033
3500.0,123.3994265720952,96.85391110471431
4000.0,121.38018234985088,95.8530496048221
5000.0,118.10761549323189,94.31512827703898
6000.0,115.61107027688513,93.15010027155563
7000.0,113.71409434747949,92.23801505771547
8000.0,112.24930327293555,91.4994284899285
9000.0,110.95922823323701,90.88590197751
10000.0,109.7797219362111,90.36530561509801
