0.0,0.0
0.005,0.0
0.01,0.0
0.012,3.954767790581636e-05
0.014,0.000163241338053877
0.016,0.0004857448359555231
0.018,0.0011893125920495742
0.02,0.0024305399264945514
0.021,0.0032506654128304437
0.022,0.0041657822520600124
0.023,0.00511807281581532
0.024,0.006035869726659511
0.025,0.006897150814107309
0.026,0.007678226957267743
0.027,0.008354260758298657
0.028,0.008919560885429393
0.029,0.009373087261571721
0.031,0.009945128915362582
0.033,0.010103782471302258
0.035,0.009932579591848952
0.037,0.009527428722444563
0.039,0.008971260588091482
0.041,0.008339395299507458
0.044,0.007362904844061522
0.046,0.006754394410969648
0.048,0.006215475627486959
0.05,0.005750214339489322
