
          ---- Aqueous concentrations vs. grid blocks at specified times ----
   -125.000    200.000     0.000  0.3006E+03  0.0000E+00  0.1000E+01 169.719  1.0000  5.6452  0.2555E-02
   -124.700      6.564     0.000  0.3008E+03  0.0000E+00  0.1000E+01  80.848  1.0000  5.6452  0.9854E-10
   -124.600    164.400     0.000  0.3006E+03  0.0000E+00  0.1000E+01 143.130  1.0000  5.6452  0.4036E-02
   -123.400    -36.070     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.849  1.0000  5.6452  0.1466E-07
   -122.700     26.740     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.848  1.0000  5.6452  0.1087E-09
   -122.100    -79.990     0.000  0.3006E+03  0.0000E+00  0.1000E+01  81.136  1.0000  5.6452  0.1956E-03
   -121.500   -168.100     0.000  0.3006E+03  0.0000E+00  0.1000E+01 145.632  1.0000  5.6452  0.4154E-02
   -118.900    -60.070     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.852  1.0000  5.6452  0.4774E-05
   -117.600     16.020     0.000  0.3008E+03  0.0000E+00  0.1000E+01  80.848  1.0000  5.6452  0.9843E-10
   -116.000   -120.000     0.000  0.3006E+03  0.0000E+00  0.1000E+01  89.279  1.0000  5.6452  0.2451E-02
   -115.700     68.170     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.879  1.0000  5.6452  0.3385E-04
   -114.500    -19.230     0.000  0.3008E+03  0.0000E+00  0.1000E+01  80.848  1.0000  5.6452  0.9843E-10
   -114.500     -9.829     0.000  0.3008E+03  0.0000E+00  0.1000E+01  80.847  1.0000  5.6452  0.9843E-10
   -112.100      0.793     0.000  0.3008E+03  0.0000E+00  0.1000E+01  80.846  1.0000  5.6452  0.9843E-10
   -111.100     45.660     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.849  1.0000  5.6452  0.1883E-06
   -108.600     91.580     0.000  0.3006E+03  0.0000E+00  0.1000E+01  81.589  1.0000  5.6452  0.4319E-03
   -108.300    138.100     0.000  0.3006E+03  0.0000E+00  0.1000E+01 101.570  1.0000  5.6452  0.3973E-02
   -108.100     24.640     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.848  1.0000  5.6452  0.9844E-10
   -106.900    -23.870     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.848  1.0000  5.6452  0.9844E-10
   -106.500    -98.520     0.000  0.3006E+03  0.0000E+00  0.1000E+01  82.311  1.0000  5.6452  0.6682E-03
   -106.200      9.610     0.000  0.3008E+03  0.0000E+00  0.1000E+01  80.846  1.0000  5.6452  0.9843E-10
   -105.200    -42.180     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.849  1.0000  5.6452  0.9080E-08
   -101.800    -76.550     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.933  1.0000  5.6452  0.6789E-04
   -100.000   -200.000     0.000  0.3006E+03  0.0000E+00  0.1000E+01 158.465  1.0000  5.6452  0.3571E-02
   -100.000    -10.000     0.000  0.3008E+03  0.0000E+00  0.1000E+01  80.846  1.0000  5.6452  0.9843E-10
   -100.000      0.000     0.000  0.3010E+03  0.0000E+00  0.1000E+01  80.843  1.0000  5.6452  0.9843E-10
   -100.000     10.000     0.000  0.3008E+03  0.0000E+00  0.1000E+01  80.846  1.0000  5.6452  0.9843E-10
    -99.140    -18.090     0.000  0.3008E+03  0.0000E+00  0.1000E+01  80.847  1.0000  5.6452  0.9843E-10
    -95.480    -56.250     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.850  1.0000  5.6452  0.5395E-06
    -94.260    114.500     0.000  0.3006E+03  0.0000E+00  0.1000E+01  85.333  1.0000  5.6452  0.1652E-02
    -94.200     -3.118     0.000  0.3009E+03  0.0000E+00  0.1000E+01  80.845  1.0000  5.6452  0.9843E-10
    -93.940     42.630     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.849  1.0000  5.6452  0.2631E-07
    -93.480      7.056     0.000  0.3008E+03  0.0000E+00  0.1000E+01  80.846  1.0000  5.6452  0.9843E-10
    -93.480     61.020     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.852  1.0000  5.6452  0.2312E-05
    -93.390    -12.130     0.000  0.3008E+03  0.0000E+00  0.1000E+01  80.847  1.0000  5.6452  0.9843E-10
    -93.080     76.880     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.872  1.0000  5.6452  0.2590E-04
    -92.150    -26.810     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.848  1.0000  5.6452  0.9844E-10
    -91.790    180.600     0.000  0.3006E+03  0.0000E+00  0.1000E+01 152.347  1.0000  5.6452  0.3559E-02
    -91.790    200.000     0.000  0.3006E+03  0.0000E+00  0.1000E+01 171.529  1.0000  5.6452  0.2384E-02
    -91.410     28.190     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.848  1.0000  5.6452  0.9850E-10
    -90.620   -143.800     0.000  0.3006E+03  0.0000E+00  0.1000E+01 111.032  1.0000  5.6452  0.3816E-02
    -88.520     15.480     0.000  0.3008E+03  0.0000E+00  0.1000E+01  80.847  1.0000  5.6452  0.9843E-10
    -85.130    -39.060     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.849  1.0000  5.6452  0.1927E-08
    -84.730   -115.600     0.000  0.3006E+03  0.0000E+00  0.1000E+01  85.949  1.0000  5.6452  0.1672E-02
    -83.960     -4.299     0.000  0.3008E+03  0.0000E+00  0.1000E+01  80.847  1.0000  5.6452  0.9843E-10
    -82.060      7.961     0.000  0.3008E+03  0.0000E+00  0.1000E+01  80.848  1.0000  5.6452  0.9843E-10
    -81.810   -171.100     0.000  0.3006E+03  0.0000E+00  0.1000E+01 146.203  1.0000  5.6452  0.3795E-02
    -81.650    -69.770     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.870  1.0000  5.6452  0.1850E-04
    -81.420    -16.710     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.848  1.0000  5.6452  0.9843E-10
    -81.370    -90.330     0.000  0.3006E+03  0.0000E+00  0.1000E+01  81.282  1.0000  5.6452  0.2455E-03
    -78.840     92.160     0.000  0.3006E+03  0.0000E+00  0.1000E+01  81.146  1.0000  5.6452  0.2126E-03
    -76.950     51.910     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.851  1.0000  5.6452  0.4912E-06
    -75.960     18.860     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.849  1.0000  5.6452  0.9845E-10
    -74.050     36.000     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.850  1.0000  5.6452  0.4948E-08
    -73.770      4.618     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.848  1.0000  5.6452  0.9843E-10
    -73.220    164.200     0.000  0.3006E+03  0.0000E+00  0.1000E+01 137.861  1.0000  5.6452  0.3791E-02
    -73.020    -52.600     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.850  1.0000  5.6452  0.2214E-06
    -72.670     -9.284     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.849  1.0000  5.6452  0.9843E-10
    -72.200    134.600     0.000  0.3006E+03  0.0000E+00  0.1000E+01  96.425  1.0000  5.6452  0.3319E-02
    -69.340    -30.410     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.850  1.0000  5.6452  0.1277E-08
    -67.920     72.350     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.872  1.0000  5.6452  0.2627E-04
    -65.250    108.200     0.000  0.3006E+03  0.0000E+00  0.1000E+01  83.423  1.0000  5.6452  0.1080E-02
    -61.600      0.760     0.000  0.3007E+03  0.0000E+00  0.1000E+01  80.849  1.0000  5.6452  0.9845E-10
    -60.360    -97.600     0.000  0.3006E+03  0.0000E+00  0.1000E+01  82.184  1.0000  5.6452  0.6082E-03
    -59.860     22.590     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.850  1.0000  5.6452  0.1641E-08
    -59.810    -70.230     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.877  1.0000  5.6452  0.2391E-04
    -57.550   -123.500     0.000  0.3006E+03  0.0000E+00  0.1000E+01  90.457  1.0000  5.6452  0.2303E-02
    -56.850     49.190     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.851  1.0000  5.6452  0.9029E-06
    -55.400    -44.590     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.851  1.0000  5.6452  0.3052E-06
    -54.770    -18.840     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.850  1.0000  5.6452  0.2160E-08
    -53.920   -149.400     0.000  0.3005E+03  0.0000E+00  0.1000E+01 122.860  1.0000  5.6452  0.3743E-02
    -50.000    200.000     0.000  0.3005E+03  0.0000E+00  0.1000E+01 157.408  1.0000  5.6452  0.3121E-02
    -48.920      3.073     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.850  1.0000  5.6452  0.7058E-09
    -46.930     31.990     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.851  1.0000  5.6452  0.1436E-06
    -46.700     89.890     0.000  0.3006E+03  0.0000E+00  0.1000E+01  81.800  1.0000  5.6452  0.4612E-03
    -45.950     64.020     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.869  1.0000  5.6452  0.2286E-04
    -44.670    148.900     0.000  0.3005E+03  0.0000E+00  0.1000E+01 124.136  1.0000  5.6452  0.3911E-02
    -42.420    -30.440     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.851  1.0000  5.6452  0.1983E-06
    -42.020    -76.750     0.000  0.3006E+03  0.0000E+00  0.1000E+01  81.059  1.0000  5.6452  0.1307E-03
    -41.510   -200.000     0.000  0.3005E+03  0.0000E+00  0.1000E+01 158.364  1.0000  5.6452  0.3363E-02
    -41.510   -181.700     0.000  0.3005E+03  0.0000E+00  0.1000E+01 146.839  1.0000  5.6452  0.3752E-02
    -38.120     16.520     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.851  1.0000  5.6452  0.8835E-07
    -37.730    120.700     0.000  0.3005E+03  0.0000E+00  0.1000E+01  88.814  1.0000  5.6452  0.2220E-02
    -36.670    -53.540     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.859  1.0000  5.6452  0.9857E-05
    -34.870     -6.423     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.851  1.0000  5.6452  0.7526E-07
    -32.890    -97.920     0.000  0.3005E+03  0.0000E+00  0.1000E+01  83.514  1.0000  5.6452  0.9860E-03
    -32.300     40.370     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.854  1.0000  5.6452  0.3390E-05
    -28.290    -29.060     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.852  1.0000  5.6452  0.1016E-05
    -26.830     66.720     0.000  0.3005E+03  0.0000E+00  0.1000E+01  80.991  1.0000  5.6452  0.1002E-03
    -25.270    178.200     0.000  0.3005E+03  0.0000E+00  0.1000E+01 148.208  1.0000  5.6452  0.3570E-02
    -25.270    200.000     0.000  0.3005E+03  0.0000E+00  0.1000E+01 163.388  1.0000  5.6452  0.2885E-02
    -24.980   -125.400     0.000  0.3005E+03  0.0000E+00  0.1000E+01  97.537  1.0000  5.6452  0.2920E-02
    -22.020     14.410     0.000  0.3006E+03  0.0000E+00  0.1000E+01  80.852  1.0000  5.6452  0.7622E-06
    -21.280   -152.400     0.000  0.3005E+03  0.0000E+00  0.1000E+01 131.208  1.0000  5.6452  0.3844E-02
    -20.250     93.490     0.000  0.3005E+03  0.0000E+00  0.1000E+01  83.478  1.0000  5.6452  0.1004E-02
    -19.810    -71.090     0.000  0.3005E+03  0.0000E+00  0.1000E+01  81.226  1.0000  5.6452  0.2145E-03
    -15.870    -12.460     0.000  0.3005E+03  0.0000E+00  0.1000E+01  80.853  1.0000  5.6452  0.2026E-05
    -14.770    -41.820     0.000  0.3005E+03  0.0000E+00  0.1000E+01  80.864  1.0000  5.6452  0.1765E-04
    -13.730     37.630     0.000  0.3005E+03  0.0000E+00  0.1000E+01  80.863  1.0000  5.6452  0.1274E-04
    -13.120    147.500     0.000  0.3005E+03  0.0000E+00  0.1000E+01 129.958  1.0000  5.6452  0.3850E-02
     -9.188    118.700     0.000  0.3005E+03  0.0000E+00  0.1000E+01  91.353  1.0000  5.6452  0.2753E-02
     -6.943     65.910     0.000  0.3005E+03  0.0000E+00  0.1000E+01  81.389  1.0000  5.6452  0.2916E-03
     -4.307      7.957     0.000  0.3005E+03  0.0000E+00  0.1000E+01  80.855  1.0000  5.6452  0.4858E-05
     -3.821    -96.630     0.000  0.3005E+03  0.0000E+00  0.1000E+01  88.068  1.0000  5.6452  0.1827E-02
     -0.807    -67.060     0.000  0.3005E+03  0.0000E+00  0.1000E+01  81.425  1.0000  5.6452  0.3562E-03
      0.000   -200.000     0.000  0.3005E+03  0.0000E+00  0.1000E+01 160.682  1.0000  5.6452  0.3218E-02
      1.348    -23.030     0.000  0.3005E+03  0.0000E+00  0.1000E+01  80.865  1.0000  5.6452  0.2074E-04
      3.388     35.580     0.000  0.3005E+03  0.0000E+00  0.1000E+01  80.898  1.0000  5.6452  0.4803E-04
      3.585   -170.100     0.000  0.3005E+03  0.0000E+00  0.1000E+01 145.516  1.0000  5.6452  0.3768E-02
      8.359     96.920     0.000  0.3005E+03  0.0000E+00  0.1000E+01  88.933  1.0000  5.6452  0.2251E-02
      8.883   -133.300     0.000  0.3005E+03  0.0000E+00  0.1000E+01 118.896  1.0000  5.6452  0.3768E-02
      9.864     64.090     0.000  0.3005E+03  0.0000E+00  0.1000E+01  81.650  1.0000  5.6452  0.4632E-03
     10.300    -46.930     0.000  0.3005E+03  0.0000E+00  0.1000E+01  81.172  1.0000  5.6452  0.2244E-03
     12.040     12.420     0.000  0.3005E+03  0.0000E+00  0.1000E+01  80.870  1.0000  5.6452  0.2669E-04
     14.510     -7.846     0.000  0.3005E+03  0.0000E+00  0.1000E+01  80.883  1.0000  5.6452  0.4956E-04
     16.070    135.900     0.000  0.3005E+03  0.0000E+00  0.1000E+01 118.123  1.0000  5.6452  0.3846E-02
     18.100    168.000     0.000  0.3005E+03  0.0000E+00  0.1000E+01 148.078  1.0000  5.6452  0.3661E-02
     20.040    -78.480     0.000  0.3005E+03  0.0000E+00  0.1000E+01  85.308  1.0000  5.6452  0.1402E-02
     21.620     27.370     0.000  0.3005E+03  0.0000E+00  0.1000E+01  80.928  1.0000  5.6452  0.9424E-04
     23.080    -29.850     0.000  0.3005E+03  0.0000E+00  0.1000E+01  81.088  1.0000  5.6452  0.1961E-03
     23.530   -107.300     0.000  0.3005E+03  0.0000E+00  0.1000E+01 104.611  1.0000  5.6452  0.3207E-02
     24.450     47.680     0.000  0.3005E+03  0.0000E+00  0.1000E+01  81.632  1.0000  5.6452  0.4942E-03
     25.000    200.000     0.000  0.3005E+03  0.0000E+00  0.1000E+01 164.112  1.0000  5.6452  0.2878E-02
     26.630     75.540     0.000  0.3005E+03  0.0000E+00  0.1000E+01  85.832  1.0000  5.6452  0.1605E-02
     28.410    -53.430     0.000  0.3005E+03  0.0000E+00  0.1000E+01  82.497  1.0000  5.6452  0.7007E-03
     28.990      9.495     0.000  0.3005E+03  0.0000E+00  0.1000E+01  80.921  1.0000  5.6452  0.9805E-04
     32.820     -8.758     0.000  0.3004E+03  0.0000E+00  0.1000E+01  80.982  1.0000  5.6452  0.1551E-03
     33.620    120.900     0.000  0.3005E+03  0.0000E+00  0.1000E+01 116.688  1.0000  5.6452  0.3942E-02
     37.820     30.860     0.000  0.3004E+03  0.0000E+00  0.1000E+01  81.308  1.0000  5.6452  0.3528E-03
     38.170     98.710     0.000  0.3005E+03  0.0000E+00  0.1000E+01 101.288  1.0000  5.6452  0.3336E-02
     39.290   -156.600     0.000  0.3005E+03  0.0000E+00  0.1000E+01 144.319  1.0000  5.6452  0.3799E-02
     40.920   -200.000     0.000  0.3005E+03  0.0000E+00  0.1000E+01 167.867  1.0000  5.6452  0.2758E-02
     40.920   -183.900     0.000  0.3005E+03  0.0000E+00  0.1000E+01 158.804  1.0000  5.6452  0.3277E-02
     41.800    -25.170     0.000  0.3004E+03  0.0000E+00  0.1000E+01  81.289  1.0000  5.6452  0.3454E-03
     43.530     56.420     0.000  0.3004E+03  0.0000E+00  0.1000E+01  84.528  1.0000  5.6452  0.1367E-02
     44.150    -90.900     0.000  0.3004E+03  0.0000E+00  0.1000E+01 100.436  1.0000  5.6452  0.3099E-02
     44.250    -67.850     0.000  0.3004E+03  0.0000E+00  0.1000E+01  88.532  1.0000  5.6452  0.1941E-02
     44.470    -45.620     0.000  0.3004E+03  0.0000E+00  0.1000E+01  83.763  1.0000  5.6452  0.1108E-02
     45.550   -132.800     0.000  0.3005E+03  0.0000E+00  0.1000E+01 132.109  1.0000  5.6452  0.3923E-02
     46.820     10.120     0.000  0.3004E+03  0.0000E+00  0.1000E+01  81.113  1.0000  5.6452  0.2697E-03
     47.630     78.650     0.000  0.3004E+03  0.0000E+00  0.1000E+01  94.616  1.0000  5.6452  0.2852E-02
     48.890    -11.130     0.000  0.3004E+03  0.0000E+00  0.1000E+01  81.185  1.0000  5.6452  0.3215E-03
     51.250     41.340     0.000  0.3004E+03  0.0000E+00  0.1000E+01  83.497  1.0000  5.6452  0.1121E-02
     52.170    150.100     0.000  0.3004E+03  0.0000E+00  0.1000E+01 143.373  1.0000  5.6452  0.3834E-02
     52.750   -111.700     0.000  0.3004E+03  0.0000E+00  0.1000E+01 122.704  1.0000  5.6452  0.3882E-02
     56.830    -29.350     0.000  0.3004E+03  0.0000E+00  0.1000E+01  82.543  1.0000  5.6452  0.8174E-03
     57.330    179.700     0.000  0.3004E+03  0.0000E+00  0.1000E+01 163.726  1.0000  5.6452  0.2901E-02
     57.330    200.000     0.000  0.3004E+03  0.0000E+00  0.1000E+01 171.003  1.0000  5.6452  0.2413E-02
     58.620     27.700     0.000  0.3004E+03  0.0000E+00  0.1000E+01  82.796  1.0000  5.6452  0.9384E-03
     59.970    120.800     0.000  0.3004E+03  0.0000E+00  0.1000E+01 128.839  1.0000  5.6452  0.4133E-02
     60.240     -2.052     0.000  0.3004E+03  0.0000E+00  0.1000E+01  81.271  1.0000  5.6452  0.4153E-03
     62.780    -59.450     0.000  0.3004E+03  0.0000E+00  0.1000E+01  91.849  1.0000  5.6452  0.2423E-02
     63.480     93.530     0.000  0.3004E+03  0.0000E+00  0.1000E+01 111.963  1.0000  5.6452  0.3933E-02
     64.380    -16.850     0.000  0.3004E+03  0.0000E+00  0.1000E+01  82.099  1.0000  5.6452  0.7304E-03
     64.740     12.830     0.000  0.3004E+03  0.0000E+00  0.1000E+01  82.009  1.0000  5.6452  0.7010E-03
     65.100     50.300     0.000  0.3004E+03  0.0000E+00  0.1000E+01  89.790  1.0000  5.6452  0.2191E-02
     66.720    -79.190     0.000  0.3004E+03  0.0000E+00  0.1000E+01 106.570  1.0000  5.6452  0.3495E-02
     66.910     69.510     0.000  0.3004E+03  0.0000E+00  0.1000E+01 100.743  1.0000  5.6452  0.3441E-02
     67.110    -43.540     0.000  0.3004E+03  0.0000E+00  0.1000E+01  88.998  1.0000  5.6452  0.2095E-02
     71.590   -100.400     0.000  0.3004E+03  0.0000E+00  0.1000E+01 126.436  1.0000  5.6452  0.4040E-02
     72.470      0.526     0.000  0.3003E+03  0.0000E+00  0.1000E+01  81.653  1.0000  5.6452  0.6095E-03
     74.210    -29.250     0.000  0.3004E+03  0.0000E+00  0.1000E+01  86.607  1.0000  5.6452  0.1712E-02
     75.130     22.430     0.000  0.3004E+03  0.0000E+00  0.1000E+01  85.234  1.0000  5.6452  0.1425E-02
     75.170   -200.000     0.000  0.3004E+03  0.0000E+00  0.1000E+01 170.607  1.0000  5.6452  0.2518E-02
     75.170   -174.300     0.000  0.3004E+03  0.0000E+00  0.1000E+01 163.502  1.0000  5.6452  0.2982E-02
     76.300     37.530     0.000  0.3004E+03  0.0000E+00  0.1000E+01  90.680  1.0000  5.6452  0.2322E-02
     77.150     -9.148     0.000  0.3003E+03  0.0000E+00  0.1000E+01  82.115  1.0000  5.6452  0.8052E-03
     77.600   -150.300     0.000  0.3004E+03  0.0000E+00  0.1000E+01 154.442  1.0000  5.6452  0.3404E-02
     79.500   -126.900     0.000  0.3004E+03  0.0000E+00  0.1000E+01 145.287  1.0000  5.6452  0.3728E-02
     80.910    -17.270     0.000  0.3003E+03  0.0000E+00  0.1000E+01  85.773  1.0000  5.6452  0.1596E-02
     81.290    -68.840     0.000  0.3004E+03  0.0000E+00  0.1000E+01 107.313  1.0000  5.6452  0.3653E-02
     83.810      7.499     0.000  0.3003E+03  0.0000E+00  0.1000E+01  84.060  1.0000  5.6452  0.1163E-02
     83.940    -51.150     0.000  0.3004E+03  0.0000E+00  0.1000E+01 100.603  1.0000  5.6452  0.3263E-02
     84.860     51.990     0.000  0.3004E+03  0.0000E+00  0.1000E+01 106.189  1.0000  5.6452  0.3633E-02
     84.960     86.740     0.000  0.3004E+03  0.0000E+00  0.1000E+01 124.356  1.0000  5.6452  0.4225E-02
     85.200    110.100     0.000  0.3004E+03  0.0000E+00  0.1000E+01 137.873  1.0000  5.6452  0.4102E-02
