0.0,194.4304707713883
200.0,193.25342467033278
400.0,187.8852076264045
600.0,180.35573009083174
800.0,173.19180778709006
1000.0,166.88453579578623
1200.0,161.3900431899691
1400.0,156.75656055493022
1600.0,152.68679199017504
1800.0,149.14853625040809
2000.0,146.07776738010938
2300.0,142.33937530856952
2600.0,139.26225064462272
2900.0,136.7390793917097
3200.0,134.5229671480796
3500.0,132.56183969169524
4000.0,129.77323594053166
4500.0,127.40180035113849
5000.0,125.41653543174505
5500.0,123.62659564310763
6000.0,122.06595425394653
7000.0,119.34582933160516
8000.0,117.09101599100615
9000.0,115.18751565939283
10000.0,113.55025128622435
